75 4.03667 1.34233
76 6.21615 1.94295
77 4.99273 2.03415
78 6.29329 2.59387
79 5.67439 2.55462
80 6.97806 2.70247
81 6.49249 2.75989
82 7.09202 3.06108
83 7.00065 3.01406
84 7.98862 3.51238
85 7.49144 3.29087
86 8.61045 3.598
87 8.11241 3.65984
88 8.80274 4.07073
89 8.70416 4.03252
90 9.95508 4.38982
91 9.37739 4.37204
92 10.275 4.57725
93 10.1418 4.74121
94 11.0191 5.19544
95 10.8848 5.12572
96 12.0783 5.32603
97 11.6347 5.43435
98 12.3081 5.70937
99 12.5018 5.87535
100 13.6004 6.24828
101 13.3201 6.17789
102 14.3671 6.421
103 14.2538 6.61347
104 15.025 6.96685
105 15.4813 7.11457
106 16.6092 7.33118
107 16.4218 7.53385
108 17.0817 7.65412
109 17.1679 7.95819
110 16.5928 8.37435
111 16.4088 8.77236
112 15.416 9.37614
113 13.9619 7.30222
114 15.1533 7.73123
115 14.5864 7.36039
116 13.6034 7.90635
117 14.2899 8.21416
118 15.3736 7.81504
119 13.516 8.14202
120 15.4205 8.13489
121 14.9382 7.6008
122 17.379 8.09573
123 18.0678 7.66163
124 18.0729 9.3798
125 17.4612 9.82542
126 12.1776 8.50748
127 9.02463 7.0147
128 7.94606 4.8503
129 7.47279 3.7404
130 7.91622 3.13752
131 7.5651 3.1092
132 7.7476 3.17779
133 7.81923 3.07176
134 8.50853 3.23718
135 8.14576 3.14576
136 8.73123 3.25564
137 8.56965 3.23505
138 9.07694 3.45078
139 8.93496 3.33167
140 9.71701 3.46016
141 9.27031 3.45695
142 9.74153 3.57501
143 9.62435 3.61571
144 10.3702 3.81878
145 9.98947 3.76177
146 10.7213 3.85152
147 10.4017 3.96527
148 10.8984 4.13386
149 10.8034 4.13892
150 11.7939 4.39207
151 11.1779 4.30756
152 11.819 4.46707
153 11.9149 4.55175
154 12.4696 4.73379
155 12.0943 4.95324
156 13.6729 5.18448
157 13.0575 4.90717
158 13.6622 5.48455
159 14.9394 5.73975
160 12.6308 5.29907
161 15.1889 5.8242

